_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2394728,4154210,2017.0,,1954.0,PRIVATE,7,Humber River-Black Creek,1780 WILSON AVE,3,31,2022-12-12,75,Evaluation needs to be conducted in 2 years,15,5.0,5.0,3.0,3.0,5.0,4.0,,3.0,,,2.0,4.0,5.0,4.0,4.0,3.0,,4.0,2.0,,W0734,43.7191256895,-79.5181150514,303324.903,4841907.561000001
2394729,4153736,2017.0,,1950.0,PRIVATE,11,University-Rosedale,83 ELM AVE,3,61,2022-12-12,88,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,4.0,5.0,3.0,,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,S1131,43.6758876849,-79.3733881455,314993.648,4837111.547
2394730,4155350,2017.0,,1970.0,PRIVATE,2,Etobicoke Centre,530 SCARLETT RD,12,106,2022-12-12,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,W0224,43.687297049099996,-79.5138247015,303669.893,4838371.568
2394731,4153882,2017.0,,1938.0,PRIVATE,12,Toronto-St. Paul's,110 ST CLAIR AVE W,9,54,2022-12-12,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,5.0,3.0,,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1232,43.68739965100001,-79.398937696,312931.977,4838387.652
2394732,4154208,2017.0,,1955.0,PRIVATE,7,Humber River-Black Creek,1760 WILSON AVE,4,32,2022-12-12,66,Evaluation needs to be conducted in 2 years,16,4.0,3.0,2.0,2.0,3.0,4.0,,3.0,,3.0,4.0,4.0,5.0,5.0,3.0,3.0,,3.0,2.0,,W0734,43.7194896137,-79.5165478577,303451.17600000004,4841947.966
2394733,4153603,2018.0,,1948.0,PRIVATE,13,Toronto Centre,451 BLOOR ST E,6,41,2022-12-11,91,Evaluation needs to be conducted in 3 years,15,5.0,5.0,5.0,4.0,4.0,5.0,,4.0,,,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,5.0,,S1323,43.671964763999995,-79.374579123,314898.0,4836676.533
2394734,4155605,2017.0,,1970.0,TCHC,13,Toronto Centre,200 WELLESLEY ST E,29,719,2022-12-11,61,Evaluation needs to be conducted in 1 year,17,3.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,S1323,43.668062810600006,-79.3736609333,314972.971,4836242.188999999
2394735,4153588,2017.0,,1920.0,PRIVATE,13,Toronto Centre,391 SHERBOURNE ST,4,48,2022-12-11,73,Evaluation needs to be conducted in 2 years,14,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,,,4.0,3.0,5.0,4.0,4.0,3.0,,4.0,,,S1323,43.664351600699995,-79.3730396358,315023.70399999997,4835829.981000001
2394736,4155601,2017.0,,1964.0,TCHC,13,Toronto Centre,275 SHUTER ST,16,299,2022-12-11,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,,S1329,43.655849077,-79.367907347,315440.851,4834874.0030000005
2394737,4153584,2017.0,,1960.0,PRIVATE,13,Toronto Centre,321 SHERBOURNE ST,7,67,2022-12-11,85,Evaluation needs to be conducted in 2 years,16,5.0,5.0,4.0,4.0,4.0,5.0,,3.0,5.0,,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,,,S1323,43.661894315699996,-79.3721159385,315098.62,4835557.103
2394738,4155590,2017.0,,1959.0,TCHC,9,Davenport,1525 DUNDAS ST W,6,106,2022-12-10,68,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,S0936,43.649163790699994,-79.4324188308,310236.184,4834137.085
2394739,4155396,2017.0,,1963.0,PRIVATE,2,Etobicoke Centre,70 DIXFIELD DR,12,141,2022-12-10,90,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,W0225,43.656041966000004,-79.572403682,298944.101,4834902.553
2394740,4156720,2017.0,,1962.0,PRIVATE,2,Etobicoke Centre,327 DIXON RD,6,55,2022-12-10,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,3.0,4.0,,5.0,4.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,,W0222,43.694646278,-79.55506382899999,300345.581,4839190.371
2394741,4156583,2017.0,,1968.0,PRIVATE,2,Etobicoke Centre,60 CALLOWHILL DR,12,141,2022-12-10,69,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,,,W0221,43.682156045,-79.5643051616,299650.165,4837805.9
2394742,4155600,2017.0,,1973.0,TCHC,13,Toronto Centre,155 SHERBOURNE ST,16,301,2022-12-10,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,S1329,43.6555922823,-79.3695219097,315308.923,4834857.287
2394743,4155379,2017.0,,1968.0,PRIVATE,2,Etobicoke Centre,328 THE WEST MALL,3,32,2022-12-10,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,2.0,,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,,,W0233,43.637313338599995,-79.564053632,299616.185,4832820.397
2394744,4156373,2017.0,,1963.0,TCHC,2,Etobicoke Centre,58 WATERTON RD,6,47,2022-12-10,73,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,,,W0224,43.693937882,-79.51688954800001,303416.73699999996,4839111.034
2394745,4155872,2017.0,,1910.0,PRIVATE,13,Toronto Centre,592 CHURCH ST,3,12,2022-12-10,81,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,5.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,S1322,43.667031521000006,-79.3817873,314317.525,4836127.624
2394746,4155402,2017.0,,1970.0,PRIVATE,2,Etobicoke Centre,1 RABBIT LANE,7,33,2022-12-10,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,,W0226,43.658401374899995,-79.5675840655,299333.331,4835163.3889999995
2394747,4155406,2017.0,,1972.0,PRIVATE,2,Etobicoke Centre,675 MARTIN GROVE RD,11,126,2022-12-10,64,Evaluation needs to be conducted in 1 year,18,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0221,43.681182543199995,-79.5647387346,299564.82399999996,4837694.119
2394748,4153593,2017.0,,1967.0,PRIVATE,13,Toronto Centre,730 ONTARIO ST,14,279,2022-12-10,76,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,2.0,,S1323,43.6709382453,-79.3739456506,314949.518,4836561.613
2394749,4155075,2017.0,,1958.0,PRIVATE,9,Davenport,554 HARVIE AVE,4,15,2022-12-10,91,Evaluation needs to be conducted in 3 years,16,4.0,5.0,5.0,5.0,4.0,5.0,,4.0,,,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,S0921,43.691729939,-79.456536022,308287.92600000004,4838865.6680000005
2394750,4155591,2017.0,,1968.0,TCHC,9,Davenport,61 PELHAM PARK GDNS,17,352,2022-12-10,64,Evaluation needs to be conducted in 1 year,20,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,S0926,43.66925972,-79.457795659,308187.607,4836369.289
2394751,4155664,2019.0,,1972.0,PRIVATE,13,Toronto Centre,230 OAK ST,23,327,2022-12-10,79,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,,S1330,43.663569575,-79.357948805,316215.622,4835683.0430000005
2394752,4153572,2017.0,,1980.0,TCHC,13,Toronto Centre,310 DUNDAS ST E,7,155,2022-12-10,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,S1329,43.658647098500005,-79.3706942093,315213.842,4835196.523
2394753,4154539,2018.0,,1960.0,PRIVATE,8,Eglinton-Lawrence,102 RAJAH ST,3,12,2022-12-09,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0823,43.730483195,-79.438671101,309724.963,4843171.886
2394754,4153516,2017.0,,1977.0,PRIVATE,11,University-Rosedale,57 CHARLES ST W,21,250,2022-12-09,95,Evaluation needs to be conducted in 3 years,20,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,S1136,43.66777230100001,-79.389524395,313693.429,4836209.063999999
2394755,4240827,2017.0,,1968.0,PRIVATE,13,Toronto Centre,260 WELLESLEY ST E,32,565,2022-12-09,69,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,,S1323,43.669078059700006,-79.3717210615,315129.23,4836355.231000001
2394756,4153138,2017.0,,1989.0,SOCIAL HOUSING,10,Spadina-Fort York,24 SHAW ST,9,200,2022-12-09,86,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,,3.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,,S1027,43.6423363643,-79.4160843491,311554.662,4833379.7069999995
2394757,4153583,2017.0,,1931.0,PRIVATE,13,Toronto Centre,317 SHERBOURNE ST,4,38,2022-12-09,83,Evaluation needs to be conducted in 2 years,14,5.0,4.0,5.0,5.0,3.0,5.0,,4.0,,,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,S1323,43.6617262315,-79.37195933689999,315111.279,4835538.449
2394758,4153589,2017.0,,1934.0,PRIVATE,13,Toronto Centre,433 SHERBOURNE ST,4,48,2022-12-09,77,Evaluation needs to be conducted in 2 years,14,3.0,5.0,5.0,4.0,3.0,4.0,,3.0,,,3.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,S1323,43.665410503900006,-79.3734599636,314989.627,4835947.562
2394759,4155809,2017.0,,1975.0,PRIVATE,13,Toronto Centre,191 SHERBOURNE ST,17,371,2022-12-09,77,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,S1329,43.6567986347,-79.369926655,315276.068,4834991.252
2394760,4156107,2017.0,,1975.0,PRIVATE,13,Toronto Centre,201 SHERBOURNE ST,23,225,2022-12-09,79,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,S1329,43.65729444350001,-79.3703063901,315245.354,4835046.287
2394761,4153441,2017.0,,1809.0,PRIVATE,13,Toronto Centre,260 SHERBOURNE ST,4,10,2022-12-09,91,Evaluation needs to be conducted in 3 years,15,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,,,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1328,43.659098979899994,-79.3715644023,315143.57899999997,4835246.618
2394762,4153440,2017.0,,1838.0,PRIVATE,13,Toronto Centre,262 SHERBOURNE ST,3,10,2022-12-09,91,Evaluation needs to be conducted in 3 years,15,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,,,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1328,43.6591658607,-79.3715926671,315141.288,4835254.045
2394763,4153439,2017.0,,1974.0,PRIVATE,13,Toronto Centre,266 SHERBOURNE ST,13,121,2022-12-09,81,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,,S1328,43.659296803800004,-79.3718238702,315122.618,4835268.563999999
2394764,4154137,,,1955.0,PRIVATE,14,Toronto-Danforth,1243 BROADVIEW AVE,4,38,2022-12-09,93,Evaluation needs to be conducted in 3 years,16,5.0,5.0,5.0,5.0,4.0,4.0,,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,4.0,4.0,,S1421,43.6907938758,-79.3550051135,316473.095,4838770.007
2394765,4154499,2017.0,,1964.0,PRIVATE,8,Eglinton-Lawrence,3690 BATHURST ST,7,47,2022-12-09,81,Evaluation needs to be conducted in 2 years,18,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.734306073,-79.433720291,310123.458,4843596.89
2394766,5156767,2023.0,,1973.0,TCHC,17,Don Valley North,3 FIELD SPARROWAY,4,16,2022-12-09,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,5.0,4.0,,4.0,,,3.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,N1721,43.790397172,-79.369820172,315304.089,4849852.916999999
2394767,5156779,2023.0,,1973.0,TCHC,17,Don Valley North,5 FIELD SPARROWAY,4,16,2022-12-09,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,5.0,4.0,,4.0,,,3.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,N1721,43.790468768000004,-79.36951104,315314.161,4849856.735
2394768,5156801,2023.0,,1973.0,TCHC,17,Don Valley North,7 FIELD SPARROWAY,4,16,2022-12-09,85,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,,,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,,N1721,43.790476393,-79.36918550600001,315323.973,4849860.058
2394769,5156810,2023.0,,1973.0,TCHC,17,Don Valley North,11 FIELD SPARROWAY,4,16,2022-12-09,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,5.0,4.0,,4.0,,,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,N1721,43.790703691000004,-79.368721553,315336.455,4849896.841
2394770,4153660,2017.0,,1930.0,PRIVATE,14,Toronto-Danforth,5 DONLANDS AVE,4,24,2022-12-09,72,Evaluation needs to be conducted in 2 years,13,5.0,5.0,5.0,3.0,,4.0,,3.0,,,3.0,5.0,1.0,3.0,2.0,4.0,,4.0,,,S1427,43.6807286698,-79.3371951618,317910.956,4837654.388
2394771,4153502,2018.0,,1918.0,PRIVATE,13,Toronto Centre,125 EARL PL,4,15,2022-12-09,80,Evaluation needs to be conducted in 2 years,15,5.0,5.0,5.0,4.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,,,S1322,43.667977815600004,-79.3782190635,314612.894,4836239.946
2394772,4261240,2017.0,,1950.0,PRIVATE,14,Toronto-Danforth,814 BROADVIEW AVE,3,24,2022-12-09,69,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,2.0,3.0,3.0,,2.0,,,2.0,4.0,3.0,4.0,4.0,5.0,,4.0,,,S1424,43.67792961,-79.3589234686,316159.63899999997,4837340.27
2394773,4415827,2018.0,,1928.0,PRIVATE,13,Toronto Centre,438 JARVIS ST,3,30,2022-12-09,80,Evaluation needs to be conducted in 2 years,14,4.0,5.0,5.0,4.0,4.0,3.0,,4.0,,,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,S1326,43.66542483640001,-79.3783580132,314594.61100000003,4835948.566000001
2394774,4153099,2017.0,,1985.0,PRIVATE,9,Davenport,685 LANSDOWNE AVE,3,30,2022-12-09,59,Evaluation needs to be conducted in 1 year,14,2.0,3.0,5.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,5.0,3.0,3.0,2.0,,4.0,,,S0930,43.65900140350001,-79.442459426,309425.457,4835229.411
2394775,4153103,2017.0,,1973.0,PRIVATE,9,Davenport,1011 LANSDOWNE AVE,21,352,2022-12-09,71,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,,2.0,4.0,5.0,3.0,4.0,3.0,,4.0,4.0,,S0930,43.6672554091,-79.4464193523,309105.45399999997,4836146.163
2394776,4153599,2017.0,,1964.0,PRIVATE,13,Toronto Centre,99 HOWARD ST,15,239,2022-12-09,80,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,,S1323,43.671082603,-79.371532819,315143.797,4836578.915
2394777,4269424,2017.0,,1950.0,SOCIAL HOUSING,14,Toronto-Danforth,793 GERRARD ST E,5,28,2022-12-09,63,Evaluation needs to be conducted in 1 year,13,3.0,4.0,4.0,3.0,,4.0,,3.0,,,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,,,S1434,43.666764817200004,-79.3456335069,317233.48,4836101.799
2394778,4153531,2017.0,,1975.0,PRIVATE,13,Toronto Centre,33 ISABELLA ST,27,419,2022-12-09,84,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,,5.0,S1322,43.667643942,-79.383679432,314164.83,4836195.449
2394779,4153461,2017.0,,1969.0,PRIVATE,13,Toronto Centre,40 GERRARD ST E,33,447,2022-12-09,78,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,,4.0,S1328,43.6598447463,-79.3804771262,314424.604,4835328.44
2394780,4153465,,,1907.0,PRIVATE,11,University-Rosedale,481 PALMERSTON BLVD,3,11,2022-12-09,76,Evaluation needs to be conducted in 2 years,15,4.0,5.0,5.0,4.0,2.0,5.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0,,,S1133,43.6621199142,-79.4122665445,311860.32,4835577.963
2394781,4793995,2020.0,,1896.0,PRIVATE,11,University-Rosedale,55 MADISON AVE,4,12,2022-12-09,81,Evaluation needs to be conducted in 2 years,16,5.0,5.0,5.0,4.0,2.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1127,43.670001750699996,-79.4035877513,312559.238,4836454.34
2394782,4153448,2017.0,,1990.0,SOCIAL HOUSING,13,Toronto Centre,70 PEMBROKE ST,3,15,2022-12-09,58,Evaluation needs to be conducted in 1 year,16,3.0,4.0,4.0,2.0,1.0,2.0,,3.0,,,2.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,3.0,,S1328,43.6585068285,-79.3728346452,315041.226,4835180.666999999
2394783,4153436,2017.0,,1885.0,PRIVATE,13,Toronto Centre,95 PEMBROKE ST,3,19,2022-12-09,64,Evaluation needs to be conducted in 1 year,14,2.0,4.0,5.0,2.0,3.0,4.0,,1.0,,,2.0,3.0,5.0,4.0,3.0,3.0,,4.0,,,S1328,43.6595601379,-79.37264249340001,315056.547,4835297.718
2394784,4153142,2017.0,,1987.0,SOCIAL HOUSING,10,Spadina-Fort York,800 ADELAIDE ST W,3,50,2022-12-09,87,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,S1028,43.6439718067,-79.4103609926,312016.23,4833561.862
2394785,4167699,2017.0,,1963.0,PRIVATE,13,Toronto Centre,50 ALEXANDER ST,29,217,2022-12-09,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,S1326,,,314334.646,4835774.919
2394786,4167700,2017.0,,1963.0,PRIVATE,13,Toronto Centre,55 MAITLAND PL,18,244,2022-12-09,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,S1326,,,314334.646,4835774.919
2394787,4408652,2018.0,,1927.0,PRIVATE,11,University-Rosedale,69 BALDWIN ST,3,17,2022-12-09,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,3.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,,,S1144,43.6554189056,-79.39535829,313224.942,4834835.0819999995
2394788,4154516,2017.0,,1955.0,PRIVATE,8,Eglinton-Lawrence,54 NEPTUNE DR,3,11,2022-12-09,73,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,N0823,43.73237107600001,-79.435213823,310003.317,4843381.834
2394789,4153464,,,1932.0,PRIVATE,11,University-Rosedale,469 PALMERSTON BLVD,3,10,2022-12-09,88,Evaluation needs to be conducted in 3 years,15,4.0,5.0,5.0,4.0,,5.0,,5.0,,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,,S1133,43.661625125200004,-79.4121412383,311870.48699999996,4835523.005
2394790,4153377,2017.0,,2005.0,PRIVATE,10,Spadina-Fort York,50 PORTLAND ST,10,232,2022-12-09,99,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,S1032,43.64339526,-79.399965439,312863.723,4833483.933
2394791,4153463,2019.0,,1900.0,PRIVATE,11,University-Rosedale,378 MARKHAM ST,4,17,2022-12-09,59,Evaluation needs to be conducted in 1 year,15,3.0,2.0,5.0,2.0,3.0,4.0,,2.0,,,2.0,3.0,5.0,2.0,3.0,1.0,4.0,3.0,,,S1133,43.6584478213,-79.4103098841,312018.591,4835170.181
2394792,4155623,2017.0,,1955.0,TCHC,5,York South-Weston,1620 LAWRENCE AVE W,3,13,2022-12-09,67,Evaluation needs to be conducted in 2 years,18,3.0,5.0,5.0,2.0,2.0,4.0,,3.0,,2.0,1.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,W0526,43.7064506482,-79.4893217524,305627.966,4840469.963
2394793,4155624,2017.0,,1955.0,TCHC,5,York South-Weston,1622 LAWRENCE AVE W,3,20,2022-12-09,67,Evaluation needs to be conducted in 2 years,17,2.0,4.0,2.0,2.0,2.0,4.0,,3.0,,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0526,43.706344038000005,-79.4898898343,305599.298,4840487.469
2394794,4250590,2017.0,,2002.0,SOCIAL HOUSING,14,Toronto-Danforth,1117 DANFORTH AVE,3,26,2022-12-09,76,Evaluation needs to be conducted in 2 years,14,5.0,4.0,5.0,3.0,4.0,3.0,,5.0,,,3.0,3.0,2.0,4.0,5.0,4.0,,3.0,,,S1431,43.6807944237,-79.33409174260001,318161.157,4837662.183
2394795,4155035,2017.0,,1955.0,PRIVATE,12,Toronto-St. Paul's,641 VAUGHAN RD,4,45,2022-12-09,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,5.0,2.0,,5.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,2.0,,S1222,43.693235288800004,-79.4417901487,309476.779,4839032.662
2394796,4155024,2017.0,,1957.0,PRIVATE,12,Toronto-St. Paul's,642 VAUGHAN RD,4,23,2022-12-09,74,Evaluation needs to be conducted in 2 years,14,4.0,5.0,5.0,3.0,5.0,3.0,,4.0,,,4.0,4.0,4.0,3.0,2.0,2.0,,4.0,,,S1222,43.692785049499996,-79.4417092331,309481.606,4838982.16
2394797,4153517,2017.0,,1981.0,PRIVATE,11,University-Rosedale,55 CHARLES ST W,32,147,2022-12-09,91,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,4.0,S1136,43.66768493520001,-79.3890195894,313734.416,4836198.46
2394798,4153596,2017.0,,1963.0,PRIVATE,13,Toronto Centre,222 WELLESLEY ST E,7,69,2022-12-09,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,S1323,43.6678764377,-79.37278552689999,315043.596,4836221.596
2394799,4153815,2017.0,,1965.0,PRIVATE,12,Toronto-St. Paul's,177 REDPATH AVE,17,148,2022-12-08,93,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,S1221,43.709723233000005,-79.393094085,313399.624,4840869.343
2394800,4153505,2019.0,,1931.0,PRIVATE,13,Toronto Centre,110 WELLESLEY ST E,6,48,2022-12-08,93,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,,S1322,43.666837468100006,-79.3774688112,314666.097,4836105.602
2394801,4153504,2017.0,,1928.0,PRIVATE,13,Toronto Centre,138 WELLESLEY ST E,3,26,2022-12-08,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,4.0,4.0,,5.0,,,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,,,S1322,43.6668236077,-79.3771743291,314689.849,4836104.096
